Q08162	Q08285
P07251	P38987
Q04067	Q99247
P00950	P12954
P39703	P40956
P15790	Q02642
P05150	P52490
P39076	P40055
P10862	P21264
P35206	P38842
P00830	P40339
P19735	P50095
P22696	P53254
P06787	P23301
P12954	P60010
P25298	P38262
P40495	P40970
P18494	P40956
P04173	Q05583
P28274	P36015
P50094	Q12749
P33338	Q02629
P53297	Q12349
P40055	Q03690
P43588	Q12250
P39682	P54999
P29055	P38249
P40350	Q08986
P12398	P28320
P14741	P32505
P06701	P15992
P00546	Q07980
P15992	P39009
P52286	Q05947
P15891	P53974
Q06142	Q07623
P22215	P25297
P05694	P32481
P22579	P46679
P49704	P57743
P00358	Q12004
P23255	Q04226
P29055	Q03759
P00729	P32915
P12398	P32863
P41810	P43621
Q02574	Q08224
P19882	P40991
P38272	P40360
P07251	Q12250
P40089	P43538
P34760	Q08961
P07256	P07257
Q02630	Q03798
Q02630	Q99189
P19262	P43597
P33754	P47186
P10592	P41733
P38590	Q08224
P04385	P04819
P09938	P41808
P42841	P48362
P38758	Q12100
P47093	P53133
P40204	P53207
P38883	P40567
P19882	P22696
P39552	Q07824
P20448	Q12460
P31244	P38720
P38740	P47135
P53324	P53616
P38328	P53731
P04817	Q08811
P38075	P39009
Q08951	Q12241
P12904	Q03533
P21965	P34730
P32908	P47149
P41940	Q08273
P12398	P28519
Q02794	Q08270
P00925	P21304
Q08259	Q12136
P17121	P25644
P38590	Q00772
P40339	Q12449
P17255	P32350
P38811	P38915
P38203	P89102
P06782	P29311
P07149	P38882
Q06675	Q07843
P16862	P38629
P40038	Q08915
P27999	Q12379
P21825	P33754
P33750	P53914
P32468	Q08224
P06100	P25655
P36149	P38334
P38241	P40054
P43612	Q07528
P41800	Q03834
P40078	P40991
P35206	P38286
P38753	Q03973
P38822	Q12446
Q02554	Q08963
P25376	P46956
P00890	P18851
P38198	P53550
P40971	P53079
P04050	P22696
P25602	P39683
P25586	P47083
P33322	P53919
P36148	P41811
P38991	P61830
P25635	Q06506
P15424	P53883
P06787	P53616
P07276	P16474
P25303	P32491
P05150	P15873
P06774	P12398
P04385	P32863
P04786	Q03690
P17709	P32806
P23968	Q06451
P36973	P49435
P05694	P32457
P32366	P39107
P06243	P61864
P04385	Q04477
P38348	Q12377
P23595	P25043
P38298	Q01896
P02309	P40048
P16661	P41806
P27344	Q02336
P25298	P60010
P19658	Q06245
P47135	Q12506
P53068	Q04601
P31384	Q01939
P53742	Q04437
P25358	Q12372
P53882	Q12107
P40362	Q12460
P14681	P23641
P50101	Q01389
P20435	P40971
P53176	Q07376
P11978	P16862
P21264	Q06821
P36130	P40495
P06839	P16474
P11484	P43565
Q12250	Q12505
P04821	P38615
P25651	Q12017
P10363	Q06208
P15790	P61830
P14540	Q07350
P38086	Q06208
P06787	Q12473
P36130	P40515
P14741	P40215
P22579	P32561
P40054	P40088
P19882	P38123
P20795	Q07468
P00360	Q04477
P32457	Q03558
P50946	P53879
P38333	Q99207
P00830	Q99260
P47086	Q02794
P26448	P43543
P07834	P14682
P06777	P07991
P10659	P19524
P22202	P41811
P34218	P35189
P20795	Q12255
P12398	Q05580
Q00776	Q02721
P02829	Q06640
P38633	Q03099
P47135	Q08966
P40048	Q04344
Q03761	Q12514
P47057	Q06410
P48837	P49687
P32353	P38286
P15992	P40038
P40480	P53096
P07560	P32601
P21147	P38286
Q02574	Q12329
P49960	Q06406
P32599	P34730
P35732	Q04437
P33298	Q12250
P00546	P12695
P41901	Q04746
P40969	P50623
P15992	P87263
P20433	Q12349
P29468	Q02821
P33298	P43588
P53930	P80428
P30656	P38624
P38837	Q12450
P16862	P40354
P26448	P32457
O13518	P40971
P38011	P48234
P33759	Q02950
P31384	P39008
P38816	Q05930
P38122	P38987
P12398	P53196
O14455	Q06449
P32523	P40204
P25635	Q12460
P14681	P61864
P12612	P21304
P38842	P53045
P07834	P52286
P10823	P19657
P22202	P54858
P22137	P38817
P12687	P49704
P43603	P47129
P23202	P32600
P22141	P38348
P07259	Q12300
P38264	Q03263
P16140	P53243
P29468	Q06102
P12753	P40513
P53045	Q03655
Q12241	Q12255
P40582	Q02724
P53892	P53935
Q08649	Q12432
P02557	P38129
P53633	Q12164
P00830	P08018
P38987	Q12206
P39927	Q01329
P32588	Q03735
P15442	P25694
P01119	Q06214
P25344	Q06648
P38695	Q07811
Q06224	Q06632
P07259	P07703
P25515	P49018
P43601	P47171
P53049	Q12482
P32787	P53083
P0C0X0	P40070
P40155	P80667
P38555	P39958
Q03048	Q12446
P17709	P32598
P25303	Q00772
P46673	Q02199
P28496	Q03655
P39730	Q04437
P38911	Q08496
P04173	Q03897
P24719	P29311
P12398	P36005
P25642	P36520
P39723	Q02892
P33311	Q12039
P12753	P34221
P25694	P32628
P22138	P38111
P40576	P53550
P38112	P40991
P32628	Q12377
P25300	Q07418
P02994	P40469
P08153	P25693
P02994	Q12004
P34730	Q00246
Q02821	Q12749
P53067	Q03048
P07251	Q12165
P09733	P22204
P13393	Q03761
O14455	P25343
P49704	P51998
P06787	P46367
P12709	P53043
P06738	P12904
P20486	Q08496
P13134	Q02774
P14904	P29311
P38692	P43588
Q02574	Q07923
Q03435	Q07458
P04385	P53196
P16140	Q99247
P22147	P46947
P25600	P47135
P22579	Q12427
P10081	Q04675
P36162	Q12248
P32465	P41800
P41940	Q12347
P47154	Q03655
P53871	Q12344
P25694	P38882
P53344	Q04697
P31412	P32563
P53344	Q02774
P00817	P32911
P17157	P37366
P16661	P38723
P00950	P40363
P07259	P40028
P42841	P47079
P14540	P20604
P27515	P53249
P46677	Q02457
P00546	P09733
Q12107	Q12157
P47069	Q12692
P00360	P53196
P38264	P39004
P31374	Q03940
P12612	Q12021
P22082	P38956
P43603	P50101
P33313	P47103
Q07457	Q08581
P39517	Q04437
P09798	P16522
P22204	Q06411
P14681	Q03063
P37838	Q12754
P05319	P17079
P53835	Q99380
P32497	P39730
P23291	P36019
P24814	Q12018
Q04439	Q12446
P15646	Q01159
P53108	Q03860
P53959	Q01590
P21190	P32569
P43639	P53254
P04397	Q04477
P22336	P38011
P25379	P32641
P11484	P39009
P00546	P40075
P20604	P30624
P32828	P53599
P41735	Q04121
P87284	Q02795
P07991	P18888
P23968	P53337
P40519	P47135
P40452	Q12349
P33298	Q12223
P32337	P48837
P19524	P33892
P40051	P49704
P33298	P40960
P28007	P53919
P07834	P36054
P53277	Q03654
P53743	Q06344
P06787	Q12280
P53256	Q12149
P16151	Q06541
P35187	Q03834
P16151	Q08980
P32259	P47074
P43562	Q03516
P07149	P15891
P21951	P39935
O13527	Q08273
P38784	P39111
P04806	P38615
Q02260	Q05900
P28496	P38993
P47135	Q03976
P28241	P53196
P20676	P32767
P36108	Q12307
P00546	P40028
P14741	P47122
P38064	Q06090
P38811	P40856
P38909	Q12407
P38316	P38797
P00830	Q12223
P38763	P53717
P04806	P32835
P16151	Q06686
P53959	Q04934
Q02821	Q08162
Q03558	Q12223
P07251	Q12018
P08018	P11484
P32610	Q03956
P47821	P53933
P38758	Q08831
P11484	P32481
P33891	Q05934
P35182	Q12030
P60010	Q06440
P19659	P47822
P21672	P32496
P25491	P53295
P32357	P33334
P25555	P50095
P40069	P42838
P06780	P33332
P06781	Q05022
P13517	P38191
P09624	Q12152
P32496	Q04062
P12753	Q06629
P00360	P32491
P53093	Q02891
P41835	Q02821
P48240	Q06137
P26309	P39077
P05150	P12954
P39970	P53314
P09959	P13365
P47135	Q05359
P35189	Q12297
P06839	P19358
P38764	Q08273
P34909	P53829
P04385	P12962
P35723	P38085
P33891	P53847
P16474	P40352
P42842	P50101
P04806	P26755
P12753	P32610
P35178	P39704
P14180	Q02724
P23595	P32379
P19524	Q08273
P25591	P47053
P53331	P53720
P37267	P53632
P53090	Q02260
P22134	P39730
P38286	P40886
P25358	Q03655
P15891	P33338
P40465	Q02821
P18544	P47093
P22203	P39009
P32566	P36421
P53691	Q12232
P05317	Q12522
P02309	P43572
P09435	P20081
P40356	Q08269
P08566	P43603
P15303	P49686
P22579	P50947
Q03919	Q12018
P04039	P43592
Q03048	Q08496
P32767	P32774
P12709	P25342
P00546	P32833
P04147	P32499
P46988	P53168
P38129	P40413
P47093	P53952
P40413	Q04437
P25342	P32458
P22209	Q07732
P16661	P35723
P15380	P47029
P32861	P43563
P39538	P40466
P36034	Q12372
P21560	Q07350
Q06408	Q08906
P38072	P38729
P38811	Q02821
P29295	P38810
P32259	P46677
P26309	P42943
P25303	P40469
P38633	Q12343
P20604	Q07648
P36164	P41544
P29469	Q08032
P13902	P16387
P33298	P38764
P04037	P38274
P23641	P41318
P25655	P36130
P40991	P43586
P36516	P49704
P16661	P32803
P06169	P38217
P04807	P16387
P09734	P32581
P38987	Q12134
P40956	Q04401
P02829	P15705
P14540	P19735
P40094	P53959
P38842	Q12489
P25297	Q04697
P37267	Q07824
P15703	P32491
P40075	P53252
P12709	P53846
P80667	Q07528
P19658	Q06554
P34160	P38996
P32864	P38146
P39004	Q12236
P54964	Q07350
P30283	P32526
P32802	P40550
P13517	P38302
P23291	P38998
P46948	Q08162
P07257	Q02821
P07251	P53156
P39708	Q06150
P38156	P40319
P25441	P35718
P29055	P40047
P06777	P38176
P34730	Q03497
P47035	Q12136
P33296	P33892
P87271	Q06675
P40567	Q06199
P38251	Q12050
P02309	P46970
P32588	P39936
P38172	Q06208
P46677	Q02336
Q00764	Q08273
P04385	Q00772
P40553	Q02574
P47079	Q12363
P22149	P40574
P53281	Q02821
P32900	P54786
P40055	Q04305
P38736	P40094
P01119	P04821
P25299	P32499
P38274	P39965
P21538	P32832
P16140	P39940
P47135	Q08231
P10659	P53295
P20081	P32600
Q02821	Q07623
P00830	P39110
P10659	P43621
P15938	Q12354
P00924	P36017
P04385	P06839
P36149	Q03337
P08431	Q03897
P34246	P46655
P15790	Q04660
P14906	P30605
P25655	P38931
P38987	P43549
P25358	P38993
P43572	P60010
P39001	Q12030
Q07381	Q99216
P40993	Q06675
P32776	P53220
P08458	P25303
P04173	P23291
P40070	P42944
P38689	Q02821
P38783	Q08004
P38077	Q12223
P36116	P39904
P00546	P32801
P32598	Q00684
P36017	P39954
P25655	Q12297
P40554	P48412
P15646	Q12460
Q02630	Q04175
P38217	P49686
P07347	P38011
P34252	P41940
P53930	Q03388
P38286	P38363
P53633	Q03322
P46965	Q12450
P12398	P22133
P33299	P53168
P53176	Q06451
P53337	Q12372
Q06208	Q07930
P40850	Q00772
P27654	P53390
P24482	P40056
P12709	P22204
P00950	Q06164
P38426	Q00764
P32588	P39935
P13902	P40513
P27654	P47135
P40362	Q12511
P39954	P53011
Q06142	Q08773
P00924	P06245
P40582	Q12066
P53145	Q03862
P17255	Q03956
P32502	P38993
P35206	Q12450
P06738	P38882
P38352	P52286
P33329	P36047
P04806	P53127
P16140	P32641
P38987	Q3E7Y4
P23639	Q12107
P23639	P43588
P00546	Q12329
P09938	Q04675
P22214	Q00772
P31383	P53049
P40073	Q12382
P47040	Q02574
P06786	P38219
P32790	P50942
P17709	P35691
P34160	Q05949
P32334	P40958
P19736	Q04693
P22137	P32491
Q00916	Q04213
P53284	Q02630
P14742	P40970
P41834	Q12199
P33299	P38351
P15790	P32561
P38885	Q06506
P12709	P24814
P46655	Q00246
P53267	Q12049
P33322	Q02821
P40991	P53261
P35203	P40971
P53117	Q06506
P32912	Q06245
Q00772	Q12044
P52918	Q02629
Q03782	Q07508
P35723	P53322
P38633	P53284
Q06490	Q06668
P08018	P25390
P07283	Q04177
P38270	P40054
P29295	P32598
P06777	P54115
P15108	P32502
P21268	Q03690
P22140	P25358
P06778	P53044
P26309	P40316
P11938	Q12329
P00546	P02557
P06243	P25694
P06787	P32450
P20053	P54999
Q06668	Q08975
P38930	P89105
P38989	Q02629
P40023	Q06675
P17555	Q99247
P12398	Q12004
P02400	P60010
P05030	Q04121
P04385	Q04177
P43562	Q04081
P00358	Q07350
P32569	P38782
P30657	P47050
P38822	P53934
P02294	Q08004
P36168	P43637
P38068	Q12154
P04806	P38875
P32583	P36103
P17967	P39743
P29311	Q12749
P38356	Q12445
P20795	Q12241
P32906	P38987
P37297	Q02794
P32328	P40851
P09734	P20604
P38428	Q12445
P32612	P36108
P25299	P39081
P38374	P39102
P47079	P47113
P34251	Q02574
P07342	P39984
P21538	Q03898
P33335	P35206
P25567	P38308
P31376	P40574
P36124	P40480
P35734	P36162
P11746	Q6B2C0
P38708	P53622
P08518	P19073
Q06707	Q12464
P53886	Q04601
P32502	P53843
P32334	P53858
P38130	P38217
P36057	Q08986
P53245	P80235
P22515	P38179
P12709	P40352
P32464	Q07418
P10664	Q06411
P07213	Q06497
P00817	Q06412
P25623	P32790
P25046	P32904
P14741	P29295
P00424	P07255
P09938	P11633
P60010	Q04922
P36048	Q02260
P38264	P53173
P04173	P41811
P02309	Q00362
P49686	P52918
P41895	P41896
P09733	P14741
P52286	Q08496
P32833	Q12309
P39108	P40364
P12385	Q03690
P38264	P38358
P32501	P32502
P38987	P39676
P04051	P47135
P06701	P39954
P19882	P39081
P39743	Q06543
P38987	Q12335
P38334	Q12464
P25301	Q06032
P04806	P53965
Q05930	Q06813
P38351	P89105
P22213	P54005
P38987	Q03818
P38789	Q03532
P25559	P39111
P30822	P53550
P12385	P47072
P06774	P16140
P20081	P40825
P33895	P36094
P38238	Q12493
P39009	P39940
P35723	P43555
P19659	P38304
P32569	Q12124
P21242	P43577
P53068	Q12440
P15703	P40348
Q02821	Q06137
P28241	Q04177
P32802	P38358
Q03785	Q12447
P07170	P47135
P38241	Q12309
P50111	Q06142
P20676	P36023
P35734	Q02574
P17709	P38622
P22137	Q00772
P11978	P21691
P24869	P61864
P38822	P40107
P36047	Q04693
P38874	P42935
P02829	P25615
P38356	P40319
P43637	Q08224
P07262	P08018
P08518	P32345
P34160	Q05900
P09624	P53877
P20676	P34223
P15303	Q99394
P20081	P38788
P04173	P08458
P10659	P23291
P32562	P32944
P15108	P38987
P29295	P38523
P35184	P41805
P07276	P32776
P53061	Q12018
P32903	P38286
P40955	Q12280
P17695	Q12154
P38633	Q08728
P38822	Q12135
P47822	Q12343
P39073	P46954
P12709	P25454
P35189	P39009
P00950	Q04149
P40019	sH2B_H2A.Z
P28495	P40563
P25379	Q04437
Q08273	Q12019
P20053	P36048
P05694	P22204
P00546	Q04930
P25639	P47154
P22696	P53691
P38264	Q12372
P05150	P07276
P53905	Q12420
P07251	Q03899
P14741	P28274
P13099	P50091
P47128	P53933
P21192	P30822
P53204	Q02866
P21951	P25588
P06169	P25569
P38720	Q04660
P40164	Q02794
P09938	Q12206
P20676	P47082
P03965	P38719
P24719	Q04748
P12611	P23301
P32776	Q08601
P23968	P40319
P16661	P49018
P05736	P24783
P29311	P39969
P10081	Q12018
P47134	Q04033
P33296	P35194
P32497	P33322
P47135	Q03433
P16140	P53632
P32367	Q12308
P40565	Q05506
P38197	Q08224
P29055	P53829
P00890	P24814
P38818	P47077
P21374	P53277
P33313	Q00947
P32598	Q04660
P33441	P50947
P08153	P39518
P25046	P38931
P00358	P53599
P32350	Q12161
P32569	P41896
P39079	P39108
P53905	Q12517
Q02784	Q05080
P27476	P36047
P15992	P22204
P07246	P38244
P20604	P39076
P38781	P43537
P04385	P38953
P33298	P53323
P29055	P42940
P33313	P40054
P00924	P38153
P02309	P36022
P38249	Q03195
P10127	P32911
P38041	P40077
P32569	P53254
P03965	P07703
P29295	P31539
P37838	P53261
P29469	Q08496
P10622	Q04178
P20081	P25694
P15992	P25343
P32639	Q12368
P11978	P29311
P04397	Q04177
P21951	P32588
P32529	P38301
P40971	P46983
P40316	P60010
P53287	P87266
P02557	P25453
P53337	Q03655
P40260	P47190
P43124	P53599
P00830	P53323
Q12154	Q12284
P36120	Q12240
P06243	P39987
P49955	Q03654
P18851	Q04004
P02829	P54860
P40437	Q06208
P38795	P53691
P39105	P53043
P23291	P23594
Q12142	Q99382
P06738	P32598
P53845	Q12402
P38303	Q12309
P22209	P40956
P25639	P38264
P25847	P41800
P22134	P61830
P16140	P25343
P04050	P22139
Q00723	Q12368
P47154	P53142
P39014	Q12020
P38210	Q03406
P38337	Q03323
P28000	Q00582
P38153	P47079
P38822	P43605
P23639	P38737
P23255	P46677
P32565	Q08273
P53220	Q12236
P32259	Q08278
P32366	P39006
P28795	Q07896
P38074	Q04659
P60010	Q05471
P35191	Q03944
P40577	P47135
P00830	P40856
P46673	Q02629
P10659	P41811
O94742	P46674
P06839	P38764
P49687	P52918
P25694	P53622
P13382	Q12488
P50101	P53894
P25338	Q12349
P06244	Q07878
P02309	P05317
P32457	P32458
Q03435	Q12345
P49723	Q04199
P13185	P35193
P39692	Q04477
P22135	P38822
Q03782	Q08920
P34087	P38902
P38720	P53978
P15873	Q03834
P53316	Q05080
P32585	P34162
P35193	Q08817
P29295	Q07418
P32606	Q07623
P32835	P32836
P36116	P47061
P13186	P22515
P38822	P40554
P04173	P33301
P40073	Q04746
P53290	Q12464
P23337	P53156
P07342	P53622
P15703	P38953
P32505	Q99383
P12954	P41913
P31376	P53201
P16151	P42934
P36010	Q04675
P38968	P40482
P33335	P35723
P43122	P53341
P06782	P11075
P07283	P32468
P02309	P38348
P33767	P38703
P20676	P35727
P31334	P32259
P00815	P10659
P12385	P40069
Q02884	Q02908
P25491	P30620
P46367	Q03944
P53271	Q08817
P48837	Q99189
O14455	P39743
Q02629	Q02892
P16140	P34164
P41544	Q12407
P07213	P16451
P38127	P38822
P16140	Q12379
P38822	Q03205
P34221	P38953
P13186	P31539
P38298	Q12445
P47083	P53276
P54999	Q06091
P09733	P39743
P19882	P38129
Q01159	Q08236
P38126	Q05934
P40567	Q02574
P32502	Q06708
P40466	P53958
P00330	P39735
P25042	Q05934
P25586	Q06512
P15790	Q04599
P32368	P36057
P43588	Q01939
P40567	Q03441
P32570	P53040
P33755	P40054
P08431	P41811
P15108	P32902
P00358	P19735
P23641	Q04437
P47135	Q05933
P46963	P53550
P07257	P21304
P15992	P16649
P10127	P32598
P33313	P39987
P25628	Q06436
P00830	P26755
P03965	P28274
P06787	P39563
P32492	P35177
P34730	P43638
P11710	P24583
P47068	Q12043
P05750	P34078
P15790	P34252
P22147	P36009
P48837	Q02821
P36775	Q00916
P18851	P38708
P12709	P14741
P36528	P38699
P39928	Q07688
P38129	P47122
P38777	P47135
P00330	Q06624
P08536	Q02821
P06782	Q04233
P17555	P40561
P05754	Q02630
P09624	P25301
P19735	P36008
P06777	P21268
P32844	P39108
P14681	P60010
P38993	Q02774
P10080	P17214
P04911	P53067
P33322	Q12754
P16474	Q04660
P12709	Q00684
P07259	P40565
P03965	P32381
P32572	Q02630
Q08961	Q99314
P25657	P32899
Q03778	Q04177
P38122	Q02821
P00546	P07866
P46982	Q12300
P06102	P25655
P12398	P40565
P0C0X0	P39998
Q03370	Q06169
P14063	P47135
P18239	Q04675
P29055	P32497
P38236	P41833
P34730	P40856
P32598	P53136
P50944	P53386
P29055	Q08465
P22204	P33297
P25644	P38203
P12709	P35203
P39923	Q03897
Q02642	Q04675
P38238	P53307
P25586	P48234
P47026	P49018
P16140	Q04437
P24869	Q04149
P05986	P36019
P25293	P38615
P32641	P40348
P38298	P40319
P40054	Q99297
P25612	P47093
P00830	P09457
P04786	Q05024
P21951	P49956
P25270	P36520
P25694	P38123
P20484	P40991
P10659	P19262
P46965	Q04399
P39987	Q04437
P39940	P48524
P32490	Q06160
P40991	Q12024
P38217	P38708
P18851	Q03818
P14832	P53897
P38862	P39926
P53201	P53930
P20107	Q12407
P38826	P54791
P09733	P11709
P39692	P53196
P14359	P32912
P38261	P53738
P53048	P53337
P17709	P53333
P17157	P20437
P39940	P47135
P07251	P22135
P38264	Q03655
P32496	Q06103
P11938	Q12030
P15873	Q04049
P39704	Q08980
P04147	Q04305
P30822	P38316
P32906	Q03776
P33297	Q12377
P25342	Q12263
P32629	P39107
P38085	Q12143
P38815	P53845
P40318	Q04121
P38699	P38828
P48363	Q04493
P40362	Q04500
P40460	P53959
P38637	P43588
P00931	P07703
P16387	P38316
P07271	Q12306
P16151	P53057
P16370	P28000
P29295	P34163
P25603	P40045
P41811	Q08273
P19358	P32641
P33767	P38992
Q12216	Q12306
Q02931	Q07451
P35182	Q12469
P25644	Q03921
P04911	Q04636
P06197	P35197
P12962	P17709
P36139	P41811
P40548	P53045
P36520	P40010
P25502	P53237
P12904	P47023
P23255	P36008
P29295	Q03558
P32803	P47154
P47013	P53174
P28834	P53196
Q00955	Q04177
P02309	P40061
P39927	Q06632
P42826	P53843
P38993	P40350
P00890	Q08004
P13365	P46970
P38931	P39073
P00546	P40480
P32907	P53008
P53633	Q06142
P36008	P41811
P07260	P39009
P00830	P32345
P22138	P28000
P05694	P33322
P36048	P57743
P38723	P46956
P31376	P39946
P32492	P53141
P38197	P40988
P33767	P38428
P21242	Q12245
P33298	Q01939
P53633	Q06651
P17065	P32389
P15108	Q12018
P35723	P46961
P21657	P35169
P40366	Q12489
P07703	P38144
P26783	P47135
Q07530	Q07988
P25297	P39742
P18480	P40070
P32569	P38727
P25358	P39540
P36029	P41800
P38992	Q08980
P38631	P40075
P17214	P47069
P20053	P32639
P38729	P46956
P38891	P47176
P39955	P40956
P32803	Q99190
O13577	P40573
Q03435	Q12464
P46944	Q03784
P41544	Q06538
P39954	P53897
P30606	P38970
P29461	P32828
P41800	Q12453
P06774	Q08224
P39702	Q12329
P12709	P30619
P40054	P40510
P46673	Q08224
P19735	P38707
P00546	P32325
P40303	P43588
P32902	P40496
P39960	Q01159
P15992	P33322
P35206	P40478
P35691	P40040
P14747	P16140
P27825	P40475
P12385	P22138
P20438	P21268
P14742	P38330
P39992	Q12023
P10869	P40574
P39958	P40567
P06775	P40319
P32897	Q02776
P04806	P05986
P38264	P38993
P38707	P38888
P07251	P14681
P02309	P36010
P23641	P53541
P08539	P10592
P27636	P34730
P43542	Q04991
P38109	Q08905
P38068	P47135
P07834	P08153
P33895	P48837
P34224	P47135
P38129	P47079
P38827	Q03012
P33304	Q04675
P35056	P40155
P38723	P53386
P29295	P53968
P04050	P41896
P32803	P38264
P25619	P40363
P20676	Q06142
P20053	P43321
P39744	Q12176
P15315	Q04233
P11484	Q12343
O13587	P18899
P02309	P39730
P32893	P38334
P32502	P47912
P04385	P06774
P40054	P49018
P14906	P46965
P35728	P45976
P18759	P41811
P23641	P53949
P33299	P50086
P14680	P53861
P38694	Q08729
P33300	Q06208
P22202	P53622
P10592	Q02199
P13365	P19882
P05150	Q06651
P50095	P53632
P38153	P46682
P46680	Q12107
P04806	P28000
P12398	P32581
P23292	Q03220
P32605	Q08920
P47135	P54867
P40548	P46965
P23291	P23301
P21264	P39995
P18851	P40528
P07991	Q12152
P53045	P53199
P01365	P11746
P32776	P40512
P53201	Q12464
P00950	P38622
Q06213	Q08987
P38163	Q08601
P07236	Q04431
P18562	P32353
P38886	P50086
P38863	P46675
P14741	P32610
P53313	P53877
P43609	Q03435
P14680	Q08273
P05736	P39730
P32863	P46367
P19735	P38720
P36161	P52891
P38211	Q12020
P25567	P53131
P06782	P38717
P39927	P42073
P04173	P38147
P25293	P53197
P07256	P41735
P21825	P50108
P25567	P39935
P29055	Q06697
P12753	P41811
P09734	P53011
P00358	P20459
P38286	P38353
P13186	P60010
P32776	P40460
P53886	Q12440
P32914	P34087
Q03497	Q08754
P15705	P42843
P07276	P12398
P00924	P07347
P34221	P38737
P20107	Q06538
P12709	Q04660
P00546	P20437
P11484	P16649
P36068	Q04396
P37838	Q12024
P40856	Q06337
P39960	P40164
P08468	Q05024
P53114	Q12124
P19658	Q00245
P20438	P20486
P47017	Q06406
P40971	Q12218
P25379	P39743
P38724	P38837
P28004	Q04693
P38822	Q01163
P34215	Q02630
P38822	P53142
P38286	P54862
Q04651	Q04697
P00358	P53879
P26448	Q00684
P06838	P25651
P32602	P38932
P28274	P38217
P05986	P25694
P38555	Q08931
P09959	P29295
P04385	P32581
P23644	P49334
P06839	P12398
P32581	Q12329
P32378	Q05946
P32911	P52910
P23337	P47011
P26754	P35191
P30620	P34730
P31334	P32388
P29311	P33313
P00359	P35845
P14540	P38217
P14906	P39742
Q00873	Q05874
P02994	P29547
P33338	P53933
P00950	P23624
P31539	P42938
P30822	P34758
P10081	P24719
P00330	P39715
P46948	Q08285
P02829	P10592
P53242	Q06708
P12398	Q07657
P39704	Q03532
P38190	P47135
P25632	P40505
P39904	Q12071
P53538	Q12102
P08964	Q06410
P35056	P80667
P25491	P38147
P38822	P53939
P47139	P50101
P40517	Q03899
P32333	P33892
P11709	P46675
P38842	P38992
P07149	P32828
P32788	P36118
P43598	Q12349
P38164	Q06668
Q12124	Q12136
P35191	Q12223
P15790	P24783
P32473	P40054
P39981	Q08646
P47135	P80667
Q02554	Q12309
P08566	P47079
P07260	P33399
P12398	P26188
Q07623	Q08208
Q03834	Q12510
P47135	Q07829
P25293	P52919
P00546	P21826
P40204	P49955
P25591	Q05934
P13856	P38310
P32895	P38689
P14904	Q12349
P32791	P43562
P53744	Q04121
P34161	Q06208
Q08496	Q12018
P40054	Q08958
P38615	Q04748
P25694	P48363
P47135	Q12426
P40485	Q06681
P13393	P32773
P34216	Q05518
P28274	P39984
P53885	Q04408
P38358	P47154
P38842	P40548
P25453	Q12440
P12709	P36113
P38857	P53157
P22204	Q00764
P11163	P34167
P38850	Q06164
P53310	Q02804
P34730	P39928
P23291	P39009
P17709	P38224
P07274	P41832
Q08446	Q12018
P40020	P42073
P19882	P25342
P39704	Q07376
P53978	Q04675
P22204	P39073
P07260	P38199
P12754	P16649
P33298	P38886
Q06096	Q06162
O13563	P33299
P08518	P32783
P52910	Q00916
P32495	Q03532
Q04373	Q07623
P23595	P38796
P47170	Q00362
P02829	P04821
P47135	P50943
P53271	Q01590
P32381	Q12379
P00854	P30902
P04786	P21538
P36013	P41811
P04385	Q07657
P38147	P54072
P02829	P32797
P14904	P39108
P27692	P53064
P24279	Q08032
P32793	Q12270
P32590	Q12124
P04806	Q00772
P39015	P47122
P31384	Q03940
P15108	P32492
P38920	Q07980
P11978	P54786
P32473	Q12417
P32598	P40036
P38316	Q06410
P32570	P53114
P08518	P36005
P25344	Q07887
P40540	P80967
P12398	P20604
P40544	Q12164
P36049	P53883
P25582	P36160
P02994	Q06640
P04385	P26188
P04173	P38217
P32562	P53883
